Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
Oxadiazoles,D010069,,Acute Kidney Injury,MESH:D058186,,CYP1B1|GSTA1|NQO1,4.99,3
pentabromodiphenyl ether,C086401,32534-81-9,Acute Kidney Injury,MESH:D058186,,ALB|AVP|BAX|CYP1B1|CYP3A23-3A1|EGFR|GSTP1|HEXB|HP|HPX|IL10|IL6|KNG1|LRG1|NFE2L2|NQO1|SLC22A12|SOD1|SPP1|TNF|TP53|TTR|UGT2B,4.99,20
Rapeseed Oil,D000074262,,Acute Kidney Injury,MESH:D058186,,CCR5|IGFBP1|NFKB1|PPARG|TLR4,4.99,6
traxoprodil mesylate,C095106,,Acute Kidney Injury,MESH:D058186,,BAX|NFE2L2,4.99,2
trilostane,C009954,13647-35-3,Acute Kidney Injury,MESH:D058186,,IGF1|POMC,4.99,2
aroclor 1260,C026987,11096-82-5,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|PPARA,4.99,2
caryophyllene,C024714,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA|SOD2,4.99,2
Bisphenol A-Glycidyl Methacrylate,D017438,1565-94-2,Acute Kidney Injury,MESH:D058186,,HMOX1|TNF,4.98,4
bromopyruvate,C017092,1113-59-3,Acute Kidney Injury,MESH:D058186,,SOD1|TP53,4.98,2
"ent-1,3,6,11-tetrahydroxykaur-16-ene-15-one 3,11-diacetate",C530049,,Acute Kidney Injury,MESH:D058186,,BAX|NOS2,4.98,2
Antirheumatic Agents,D018501,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.98,1
almotriptan,C409045,154323-57-6,Acute Kidney Injury,MESH:D058186,,CYP2C19|CYP2D6,4.97,1
GW 4064,C412815,,Acute Kidney Injury,MESH:D058186,,C3|EDN1|GSTA1|IGFBP1|IL6|KNG1|MTHFR|NOS3|NQO1|PPARG|SIRT1|TNF|TP53,4.97,15
Latex,D007840,,Acute Kidney Injury,MESH:D058186,,CP|IL10|IL6|LCN2|TGFB1|TNF,4.97,9
N-caproylsphingosine,C101954,,Acute Kidney Injury,MESH:D058186,,BAX|TP53,4.97,2
phosphoramidon,C008890,36357-77-4,Acute Kidney Injury,MESH:D058186,,EDN1|EGFR,4.97,2
Polycyclic Aromatic Hydrocarbons,D011084,,Acute Kidney Injury,MESH:D058186,,CST3|CYP1B1|EGFR|FSTL1|GAS6|GPNMB|GSTP1|HBEGF|HMOX1|IL10|IL6|NFE2L2|NOS2|NOS3|NQO1|PPARG|SOD1|SPP1|TGFB1|TLR4|TNF|TP53,4.97,23
Ruthenium Compounds,D017975,,Acute Kidney Injury,MESH:D058186,,GSK3B|TP53,4.97,3
Thromboxane A2,D013928,57576-52-0,Acute Kidney Injury,MESH:D058186,,EDN1|TNF,4.97,4
ziyuglycoside II,C000588918,,Acute Kidney Injury,MESH:D058186,,BAX|TP53,4.97,2
"3,4',5-trimethoxystilbene",C497286,,Acute Kidney Injury,MESH:D058186,,GSK3B|TF,4.96,3
Crizotinib,D000077547,,Acute Kidney Injury,MESH:D058186,,CD44|EGFR|HBEGF|LCN2,4.96,7
EPN oxon,C032085,2012-00-2,Acute Kidney Injury,MESH:D058186,,HEXB,4.96,1
"gold tetrachloride, acid",C024568,16903-35-8,Acute Kidney Injury,MESH:D058186,,HEXB,4.96,1
sialogangliosides,C025447,,Acute Kidney Injury,MESH:D058186,,HEXB,4.96,1
22-hydroxycholesterol,C003585,17711-16-9,Acute Kidney Injury,MESH:D058186,,HMOX1|NOS3|TNF,4.95,5
2-anthramine,C006593,613-13-8,Acute Kidney Injury,MESH:D058186,,ALB|HAVCR1|SPP1,4.95,13
aroclor 1221,C032739,11104-28-2,Acute Kidney Injury,MESH:D058186,,IGF1|TGFB1,4.95,2
Chlorpheniramine,D002744,132-22-9,Acute Kidney Injury,MESH:D058186,,ALB|CYP2D6|MPO,4.95,6
chromozym PL,C034172,71663-39-3,Acute Kidney Injury,MESH:D058186,,SERPINA1,4.95,1
Iodides,D007454,,Acute Kidney Injury,MESH:D058186,,GSTA1|GSTP1|TF,4.95,2
kuntai capsule,C000620717,,Acute Kidney Injury,MESH:D058186,,BAX|TNF,4.95,3
sudan III,C033006,85-86-9,Acute Kidney Injury,MESH:D058186,,CYP3A23-3A1|NQO1,4.95,2
tabun,C009374,77-81-6,Acute Kidney Injury,MESH:D058186,,CES1C|IL6,4.95,2
beta-lapachone,C014638,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1,4.95,1
dan-shen root extract,C028972,,Acute Kidney Injury,MESH:D058186,,CYP2C19|GPNMB|IFI35|IL6|NPPA|SPP1|TNF,4.94,11
Fuel Oils,D005648,,Acute Kidney Injury,MESH:D058186,,GSTP1|TNF,4.94,3
ginsenoside Rg2,C026474,52286-74-5,Acute Kidney Injury,MESH:D058186,,BAX|GSK3B,4.94,3
Phenols,D010636,,Acute Kidney Injury,MESH:D058186,,TTR|VEGFA,4.94,3
Piperazine,D000077489,110-85-0,Acute Kidney Injury,MESH:D058186,,BAX|SOD1,4.94,2
Ivermectin,D007559,70288-86-7,"Kidney Tubular Necrosis, Acute",MESH:D007683,,CCT7|PPARA|SOD2,4.94,3
perfluoro-n-nonanoic acid,C101816,375-95-1,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|POMC|PPARA|SOD2,4.94,5
5'-methylthioadenosine,C008500,2457-80-9,Acute Kidney Injury,MESH:D058186,,IL6|TP53,4.93,2
"Fatty Acids, Unsaturated",D005231,,Acute Kidney Injury,MESH:D058186,,IL6|INS|SIRT1|TNF,4.93,6
Gold Compounds,D017612,,Acute Kidney Injury,MESH:D058186,,BAX|C3|CD44|CYP2D6|EGFR|G6PD|GSTM2|HIPK1|HMOX1|IL6|NFKB1|ORM1|TNF,4.93,14
metoprine,C006308,,Acute Kidney Injury,MESH:D058186,,NFE2L2|TP53,4.93,2
tribromodiphenyl ether 28,C533760,,Acute Kidney Injury,MESH:D058186,,PPARG|TTR,4.93,4
zomepirac glucuronide,C027368,75871-31-7,Acute Kidney Injury,MESH:D058186,,ALB|IL6,4.93,5
"1,6-dinitropyrene",C033309,42397-64-8,Acute Kidney Injury,MESH:D058186,,CYP1B1|NQO1,4.92,2
fexaramine,C474615,,Acute Kidney Injury,MESH:D058186,,IL6|TNF,4.92,4
nilutamide,C021277,,Acute Kidney Injury,MESH:D058186,,CYP1B1|PPARG,4.92,4
Reactive Nitrogen Species,D026361,,Acute Kidney Injury,MESH:D058186,,NOS2|POMC,4.92,2
Sincalide,D012844,25126-32-3,Acute Kidney Injury,MESH:D058186,,IL6|TNF,4.92,4
Thiophenes,D013876,,Acute Kidney Injury,MESH:D058186,,GSTP1|IL6|MPO,4.92,2
Methimazole,D008713,60-56-0,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.92,1
aluminum sulfate,C041524,10043-01-3,Acute Kidney Injury,MESH:D058186,,IGF1|NFKB1|TLR2,4.91,2
Arsanilic Acid,D001147,,Acute Kidney Injury,MESH:D058186,,NFE2L2|SOD1,4.91,2
bis(2-chloroethoxy)methane,C495703,,Acute Kidney Injury,MESH:D058186,,B2M|VEGFA,4.91,5
epacadostat,C000613752,,Acute Kidney Injury,MESH:D058186,,BAX|CYP1B1,4.91,2
sappanone A,C000601074,,Acute Kidney Injury,MESH:D058186,,NFE2L2|TNF,4.91,4
Astragali compound,C543477,,Acute Kidney Injury,MESH:D058186,,EPO,4.90,2
Bicarbonates,D001639,,Acute Kidney Injury,MESH:D058186,,ALB|SOD1,4.90,4
brevetoxin,C053342,98225-48-0,Acute Kidney Injury,MESH:D058186,,HPX|LCN2,4.90,5
perfluorobutane,C108042,,Acute Kidney Injury,MESH:D058186,,NOS2|PPARG,4.90,4
N(6)-(3-iodobenzyl)-5'-N-methylcarboxamidoadenosine,C084956,152918-18-8,Acute Kidney Injury,MESH:D058186,,BAX|NPPA,4.89,4
nickel subsulfide,C017557,,Acute Kidney Injury,MESH:D058186,,C3|CYP1B1|EGFR|HMOX1|TGFB1|TP53,4.89,6
pyrithione,C008704,1121-30-8,Acute Kidney Injury,MESH:D058186,,GSK3B|HMOX1,4.89,3
Tiotropium Bromide,D000069447,,Acute Kidney Injury,MESH:D058186,,EDN1|TNF,4.89,4
1-decyl-3-methylimidazolium bromide,C000629248,,Acute Kidney Injury,MESH:D058186,,MIR122,4.88,1
3-hydroxybenzeneacetic acid,C008069,,Acute Kidney Injury,MESH:D058186,,MIR122,4.88,1
"5,8,11,14-Eicosatetraynoic Acid",D015117,1191-85-1,Acute Kidney Injury,MESH:D058186,,EGFR|IL10,4.88,2
Glycosaminoglycans,D006025,,Acute Kidney Injury,MESH:D058186,,HMOX1|TNF,4.88,4
"Hydrocarbons, Chlorinated",D006843,,Acute Kidney Injury,MESH:D058186,,A2M|ALB|BAX|CES1C|CYP3A23-3A1|EPHX2|GSTM2|HSPA1A|IGF1|NQO1|PPARG|SOD1|TTR,4.88,13
loxoprofen,C040656,68767-14-6,Acute Kidney Injury,MESH:D058186,,MPO|NOS2,4.88,2
18-hydroxycortisol,C033689,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,4.88,2
3-hexen-1-ol,C051918,928-96-1,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,4.88,2
benzylphosphonic acid,C475503,6881-57-8,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,4.88,2
Dibutyl Phthalate,D003993,84-74-2,"Kidney Tubular Necrosis, Acute",MESH:D007683,,CCT7|FABP1|PPARA|SOD2,4.88,4
digoxin-like factors,C034504,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,4.88,2
Niacin,D009525,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|PPARA|SOD2,4.88,3
sairei-to,C080903,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,4.88,2
"2-methoxy-5-(2',3',4'-trimethoxyphenyl)tropone",C030370,60423-21-4,Acute Kidney Injury,MESH:D058186,,A2M|B2M|C3|CLU|SERPINA1|SPP1|TF|TTR,4.87,8
chlorcyclizine,C084597,82-93-9,Acute Kidney Injury,MESH:D058186,,GPNMB|GSK3B|GSTM2|TTR,4.87,5
cresidine,C013453,120-71-8,Acute Kidney Injury,MESH:D058186,,CD44|IGF1,4.87,2
isosakuranetin,C538973,,Acute Kidney Injury,MESH:D058186,,GSK3B|TNF,4.87,5
mefentrifluconazole,C000654324,,Acute Kidney Injury,MESH:D058186,,CYP1B1|TP53,4.86,2
methyl arachidonylfluorophosphonate,C104810,,Acute Kidney Injury,MESH:D058186,,TNF|VEGFA,4.86,5
phytosphingosine,C012491,554-62-1,Acute Kidney Injury,MESH:D058186,,BAX|GSK3B,4.86,3
purmorphamine,C470893,,Acute Kidney Injury,MESH:D058186,,BAX|TNF,4.86,3
3-nitrobenzanthrone,C117220,,Acute Kidney Injury,MESH:D058186,,CYP1B1|IL6|NFE2L2|NQO1|TP53,4.85,5
abexinostat,C512352,,Acute Kidney Injury,MESH:D058186,,HMOX1|NFKB1,4.85,2
"Antigens, Polyomavirus Transforming",D000952,,Acute Kidney Injury,MESH:D058186,,CST3,4.85,2
B 4146,C050396,103433-42-7,Acute Kidney Injury,MESH:D058186,,KNG1,4.85,2
cinnabar,C034211,19122-79-3,Acute Kidney Injury,MESH:D058186,,HAVCR1|MPO|NOS2|TNF,4.85,14
neburon,C028818,555-37-3,Acute Kidney Injury,MESH:D058186,,IGF1|IGFBP1,4.85,1
Oxaliplatin,D000077150,,Acute Kidney Injury,MESH:D058186,,BAX|CCR5|CLU|CYP1B1|EGFR|FSTL1|GAS6|GFER|GPNMB|GSK3B|GSTA1|GSTM2|GSTP1|HIPK1|HMOX1|HSPA1A|IGF1|IGG-2A|IL10|IL6|LRG1|MPO|NFE2L2|NFKB1|NOS2|NQO1|PPARG|SPP1|TF|TLR2|TLR4|TNF|TNFRSF12A|TP53|VEGFA|ZNF644,4.84,33
1-(2-bromophenyl)-3-(7-cyano-3H-benzotriazol-4-yl)urea,C549500,,Acute Kidney Injury,MESH:D058186,,IL6|TNF,4.83,4
"1,5-naphthalenediamine",C034086,2243-62-1,Acute Kidney Injury,MESH:D058186,,NFE2L2|NQO1,4.83,2
17-alpha-Hydroxyprogesterone,D019326,68-96-2,Acute Kidney Injury,MESH:D058186,,INS|TNF,4.83,4
3-(2-methoxybenzylamino)-2-phenylpiperidine,C080755,136982-36-0,Acute Kidney Injury,MESH:D058186,,IL6|TNF,4.83,4
cadmium sulfide,C034939,1306-23-6,Acute Kidney Injury,MESH:D058186,,BAX|CST3|NOS2,4.83,4
hugan qingzhi,C000594496,,Acute Kidney Injury,MESH:D058186,,IL6|TNF,4.83,4
kuwanon G,C095194,75629-19-5,Acute Kidney Injury,MESH:D058186,,IL6|TNF,4.83,4
manganese chloride,C025340,7773-01-5,Acute Kidney Injury,MESH:D058186,,ALB|BAX|BDKRB2|CCT7|CD44|EDN1|EGFR|G6PD|GPNMB|GSK3B|HBEGF|HIPK1|HMOX1|HPX|IGF1|IL6|INS|KNG1|LRP2|MIR143|MIR146B|MIR99A|MPO|NFE2L2|NFKB1|NOS2|NOS3|NPPA|NQO1|PPARG|SIRT1|SLC11A1|SOD1|TGFB1|TGFBR1|TNF|TNFRSF12A|TP53|VEGFA,4.83,41
Radon,D011886,10043-92-2,Acute Kidney Injury,MESH:D058186,,GSK3B|IL6|NFE2L2|NQO1,4.83,5
butyraldehyde,C018475,123-72-8,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA|SOD2,4.83,2
"11,12-dihydroxyeicosatrienoic acid",C410128,,Acute Kidney Injury,MESH:D058186,,EPHX2,4.82,1
"14,15-dihydroxyeicosatrienoic acid",C107016,,Acute Kidney Injury,MESH:D058186,,EPHX2,4.82,1
"4,4'-dichlorodiphenyl sulfone",C034224,80-07-9,Acute Kidney Injury,MESH:D058186,,IGF1|PPARG,4.82,4
4-fluorochalcone oxide,C071863,42846-54-8,Acute Kidney Injury,MESH:D058186,,EPHX2,4.82,1
carfentanil,C017114,59708-52-0,Acute Kidney Injury,MESH:D058186,,CYP2C9|HP,4.82,2
"eicosa-5,11,14-trienoic acid",C045533,15541-36-3,Acute Kidney Injury,MESH:D058186,,EPHX2,4.82,1
Hexamethonium,D018738,60-26-4,Acute Kidney Injury,MESH:D058186,,AVP|BDKRB2,4.82,2
tetrachloroisophthalonitrile,C005806,1897-45-6,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|PPARA,4.82,2
Ro 65-7199,C488333,,Acute Kidney Injury,MESH:D058186,,CYP3A23-3A1|EPHX2|ORM1,4.81,3
Silicon Dioxide,D012822,7631-86-9,Acute Kidney Injury,MESH:D058186,,A2M|AHSG|ALB|AMBP|ATP5F1B|B2M|BAX|BDKRB2|C3|CCR5|CD44|CLU|CP|CYP1B1|CYP2C9|EDN1|EGFR|EPHX2|G6PD|GAS6|GC|GFER|GPNMB|GSK3B|GSTA1|GSTM2|GSTP1|HBEGF|HEXB|HMOX1|HP|HPX|HSPA1A|IFNA2|IGF1|IGFBP1|IGG-2A|IL10|IL20|IL6|KLK1|KNG1|LCN2|LRG1|MIR30A|MPO|MUG1|NFE2L2|NFKB1|NOS2|NQO1|ORM1|PPARG|SERPINA1|SIRT1|SLC11A1|SOD1|SPP1|TF|TFF3|TGFB1|TGFBR1|TLR2|TLR4|TNF|TNFRSF12A|TP53|TTR|VEGFA,4.81,53
ziprasidone,C092292,146939-27-7,Acute Kidney Injury,MESH:D058186,,ALB|HMOX1|NQO1,4.81,6
3-((O-6-deoxymannopyranosyl-1-2-O-(xylopyranosyl-1-3)arabinopyranosyl)oxy)-21-glucopyranosyloxy-20-hydroxydammar-24-en-19-al,C517623,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.81,1
alpha-(4-pyridyl-1-oxide)-N-tert-butylnitrone,C043438,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.81,1
Firemaster 550,C000591741,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|SOD2,4.81,2
GW 9578,C121804,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.81,1
LY 465608,C453901,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.81,1
Malonyl Coenzyme A,D008316,524-14-1,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.81,1
MHY966,C580737,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.81,1
noladin ether,C424442,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.81,1
"3,4-Dihydroxyphenylacetic Acid",D015102,102-32-9,Acute Kidney Injury,MESH:D058186,,GSTP1|NQO1,4.80,2
3-iodo-2-propynylbutylcarbamate,C106572,55406-53-6,Acute Kidney Injury,MESH:D058186,,PPARG|TP53,4.80,4
5-hydroxythalidomide,C544471,,Acute Kidney Injury,MESH:D058186,,CYP2C19|GSTA1,4.80,2
7-aminocephalosporanic acid,C030735,957-68-6,Acute Kidney Injury,MESH:D058186,,HMOX1|NQO1,4.80,2
Boronic Acids,D001897,,Acute Kidney Injury,MESH:D058186,,TF,4.80,1
SU 6656,C416927,,Acute Kidney Injury,MESH:D058186,,C3|EGFR,4.80,2
benzidine,C029876,92-87-5,Acute Kidney Injury,MESH:D058186,,MPO|TP53,4.79,2
boldenone undecylenate,C001371,13103-34-9,Acute Kidney Injury,MESH:D058186,,TLR4|TNF,4.79,4
Cabergoline,D000077465,81409-90-7,Acute Kidney Injury,MESH:D058186,,IL6|TLR4|TNF,4.79,5
Citalopram,D015283,59729-33-8,Acute Kidney Injury,MESH:D058186,,CYP2C19|CYP2D6|IGF1|IL6|POMC|PPARG|VEGFA,4.79,9
Diglycerides,D004075,,Acute Kidney Injury,MESH:D058186,,PPARG|VEGFA,4.79,5
dracorhodin,C060327,643-56-1,Acute Kidney Injury,MESH:D058186,,BAX|TP53,4.79,2
o-Phthalaldehyde,D009764,643-79-8,Acute Kidney Injury,MESH:D058186,,IL10|TNF|TP53,4.79,4
TAK-243,C000622638,,Acute Kidney Injury,MESH:D058186,,ATP5F1B|CCT7|CLU|G6PD|HIPK1|NFE2L2|NQO1,4.79,14
8-anilino-1-naphthalenesulfonic acid,C515594,,Acute Kidney Injury,MESH:D058186,,TTR,4.78,1
Nitriles,D009570,,Acute Kidney Injury,MESH:D058186,,TTR,4.78,1
propiconazole,C045950,60207-90-1,Acute Kidney Injury,MESH:D058186,,AHSG|BAX|CD44|CYP1B1|CYP2C19|CYP3A23-3A1|EPHX2|GPNMB|GSTA1|GSTM2|HMOX1|HSPA1A|IGF1|INS|KNG1|LCN2|MTHFR|MUG1|NFE2L2|NOS3|NQO1|OCLN|PPARG|SERPINA1|TGFB1|TLR2|TNF|TNFRSF12A|TP53|UGT1A1|UGT1A9|UOX,4.78,29
tafamidis,C547076,,Acute Kidney Injury,MESH:D058186,,TTR,4.78,1
Taurodeoxycholic Acid,D013657,516-50-7,Acute Kidney Injury,MESH:D058186,,HMOX1|HSPA1A|IL10,4.78,4
Thenoyltrifluoroacetone,D013804,326-91-0,Acute Kidney Injury,MESH:D058186,,TGFB1|VEGFA,4.78,3
1-Methyl-3-isobutylxanthine,D015056,28822-58-4,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA|SOD2,4.78,2
4-(2-bromo-6-pyrrolidin-1-ylpyridine-4-sulfonyl)phenylamine,C473484,,Acute Kidney Injury,MESH:D058186,,CYP3A23-3A1|EPHX2|ORM1,4.77,3
Antineoplastic Agents,D000970,,Acute Kidney Injury,MESH:D058186,,EGFR|NFE2L2|TP53,4.77,3
D-JNKI-1,C478085,,Acute Kidney Injury,MESH:D058186,,BAX|TNF,4.77,3
11-hydroxy-delta(9)-tetrahydrocannabinol,C001427,26108-40-7,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1,4.77,1
2-tetradecylglycidic acid,C021756,68170-97-8,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1,4.77,1
mono-(2-ethylhexyl)phthalate,C016599,4376-20-9,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA|SOD2,4.77,2
Ethionine,D005001,13073-35-3,Acute Kidney Injury,MESH:D058186,,AFM|CYP3A23-3A1|EPHX2|IGF1|PLG|SERPINA1|TNF|UGT1A1,4.76,7
Phorate,D010702,298-02-2,Acute Kidney Injury,MESH:D058186,,ALB|TP53,4.76,5
"2,4,6-tris(2,4,6-tribromophenoxy)-1,3,5-triazine",C000591795,,Acute Kidney Injury,MESH:D058186,,HMOX1|IGF1,4.75,2
benzofuran,C105430,271-89-6,Acute Kidney Injury,MESH:D058186,,NFE2L2|NQO1,4.75,2
dibenzoylmethane,C061481,120-46-7,Acute Kidney Injury,MESH:D058186,,BAX|CLU,4.75,6
"phenylacetyl-Phe-Ser-Arg-N-(2,4-dinitrophenyl)ethylenediamine",C414353,,Acute Kidney Injury,MESH:D058186,,KLK1,4.75,1
SCIO-469,C499748,,Acute Kidney Injury,MESH:D058186,,GSK3B|TP53,4.75,3
undecane,C022884,1120-21-4,Acute Kidney Injury,MESH:D058186,,CP|CYP1B1|HBEGF|IGF1|IL6|INS,4.75,6
Iron-Dextran Complex,D007505,9004-66-4,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA|SOD2,4.75,2
"3-(5-(4-(cyclopentyloxy)-2-hydroxybenzoyl)-2-((3-hydroxy-1,2-benzisoxazol-6-yl)methoxy)phenyl)propionic acid",C568912,,Acute Kidney Injury,MESH:D058186,,MPO|TLR4,4.74,2
"4(4-(5-nitro-furan-2-ylmethylene)-3,5-dioxo-pyrazolidin-1-yl)-benzoic acid ethyl ester",C523934,,Acute Kidney Injury,MESH:D058186,,IL6|TNF,4.74,4
"ammonium trichloro(dioxoethylene-O,O'-)tellurate",C054105,,Acute Kidney Injury,MESH:D058186,,IL6|TNF,4.74,4
Clofibric Acid,D002995,882-09-7,Acute Kidney Injury,MESH:D058186,,A2M|CYP2C9|CYP3A23-3A1|GC|GSTM2|GSTP1|HEXB|IGF1|PPARG|TFF3|TNFRSF12A|TP53|UGT1A1|UGT1A9,4.74,10
Levofloxacin,D064704,100986-85-4,Acute Kidney Injury,MESH:D058186,,GAS6|IL6|NFE2L2|NOS2|TLR4|TNF,4.74,8
SCH 23390,C534628,,Acute Kidney Injury,MESH:D058186,,AVP|BAX|CCR5|HMOX1|IL10|NFE2L2|TLR2|VEGFA,4.74,9
Tropicamide,D014331,1508-75-4,Acute Kidney Injury,MESH:D058186,,NFKB1|NOS2,4.74,2
1-(2-((1-ethoxycarbonyloxyethoxycarbonylmethyl)carbamoyl)-3-phenylpropyldisulfanylmethyl)-3-methylsulfanylpropylamine,C534222,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,4.74,2
6-deisopropylatrazine,C027880,1007-28-9,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,4.74,2
Cardiac Glycosides,D002301,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,4.74,2
Sodium,D012964,7440-23-5,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC|SOD2,4.74,3
"3-carboxy-2,2,5,5-tetramethylpyrrolidin-1-yloxyl",C499782,,Acute Kidney Injury,MESH:D058186,,CP,4.73,1
staphylococcal delta toxin,C025971,,Acute Kidney Injury,MESH:D058186,,TLR2,4.73,1
Food Coloring Agents,D005505,,Acute Kidney Injury,MESH:D058186,,ALB|GSTA1,4.72,4
monomethylarsonic acid,C020300,124-58-3,Acute Kidney Injury,MESH:D058186,,CLU|EDN1|GSTP1|HMOX1|HSPA1A|IGFBP1|MIR192|NFE2L2|NFKB1|NQO1|SOD1|TGFB1|TP53|VEGFA,4.72,19
tianma gouteng yin,C574204,,Acute Kidney Injury,MESH:D058186,,HMOX1|NQO1,4.72,2
belinostat,C487081,,Acute Kidney Injury,MESH:D058186,,CLU|CYP1B1|EDN1|GSK3B|HPX|IGF1|IL6|NFKB1|NQO1|PLG|SERPINA1|TP53|UGT1A1,4.71,16
candoxin,C459604,,Acute Kidney Injury,MESH:D058186,,CD44|GAS6|HSPA1A|TNFRSF12A,4.71,4
dinitrophenyl-human serum albumin conjugate,C058064,,Acute Kidney Injury,MESH:D058186,,HEXB|TNF,4.71,4
gamabufotalin,C000612263,,Acute Kidney Injury,MESH:D058186,,TGFB1|VEGFA,4.71,3
"p-carboxymethylphenyl 1,1-bis(3'-indolyl)-1-(p-carboxymethylphenyl)methane",C000610380,,Acute Kidney Injury,MESH:D058186,,EGFR|TGFB1,4.71,2
silmitasertib,C555142,,Acute Kidney Injury,MESH:D058186,,BAX|TP53,4.71,2
ammonium molybdate,C022175,,Acute Kidney Injury,MESH:D058186,,BAX|CP,4.70,2
"naphtho(1,2-b)furan-4,5-dione",C073873,32358-83-1,Acute Kidney Injury,MESH:D058186,,BAX|EGFR,4.70,2
Cullen corylifolium extract,C000612485,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|PPARA,4.70,2
Dextroamphetamine,D003913,51-64-9,Acute Kidney Injury,MESH:D058186,,A2M|BAX|HSPA1A|IL10|IL6|OCLN|SOD1,4.69,8
Flavones,D047309,,Acute Kidney Injury,MESH:D058186,,BAX|TNF,4.69,3
Leucine,D007930,61-90-5,Acute Kidney Injury,MESH:D058186,,MPO|TNF,4.69,3
piclamilast,C087566,,Acute Kidney Injury,MESH:D058186,,BAX|TNF,4.69,3
bisphenol F,C000611646,,Acute Kidney Injury,MESH:D058186,,AHSG|AMN|ATP5F1B|B2M|BAX|C3|CCR5|CCT7|CD44|CLU|CP|CYP1B1|EDN1|EGFR|FSTL1|G6PD|GAS6|GPNMB|GSK3B|GSTM2|HAVCR1|HBEGF|HEXB|HIPK1|HMOX1|HP|HSPA1A|IFI35|IGF1|IGFBP1|IL10|IL6|INS|KNG1|LRP2|MCOLN1|MPO|MTHFR|MUG1|NFE2L2|NFKB1|NOS2|NOS3|NPPA|NQO1|OCLN|ORM1|POMC|PPARG|RAPGEF3|SERPINA1|SIRT1|SOD1|SPP1|TF|TGFB1|TLR2|TLR4|TNF|TNFRSF12A|TP53|TTR|UGT1A1|UGT1A9|ZNF644,4.68,57
GGTI 298,C102521,,Acute Kidney Injury,MESH:D058186,,NOS2|PPARG,4.68,4
graphene oxide,C000628730,,Acute Kidney Injury,MESH:D058186,,BAX|C3|CCR5|GSTA1|HSPA1A|IL6|LCN2|NQO1|TGFB1|TLR2|TNF|TP53,4.68,15
Tocopherols,D024505,,Acute Kidney Injury,MESH:D058186,,BAX|IL6|TNF|TP53,4.68,5
actinidine,C024948,524-03-8,Acute Kidney Injury,MESH:D058186,,OCLN,4.67,1
Mimosine,D008898,500-44-7,Acute Kidney Injury,MESH:D058186,,EDN1|TNF,4.67,4
phenoxyacetic acid,C415326,,Acute Kidney Injury,MESH:D058186,,ALB|SERPINA1,4.67,4
difenoconazole,C115058,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|PPARA,4.67,2
"Fatty Acids, Nonesterified",D005230,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA|SOD2,4.67,2
"2,4,6-trichlorophenol",C024564,88-06-2,Acute Kidney Injury,MESH:D058186,,PPARG|TP53,4.66,4
2-(4-amylcinnamoyl)amino-4-chlorobenzoic acid,C060048,99754-06-0,Acute Kidney Injury,MESH:D058186,,AVP,4.66,1
Azinphosmethyl,D001387,86-50-0,Acute Kidney Injury,MESH:D058186,,PPARG|TP53,4.66,4
cobalt oxide,C060728,11104-61-3,Acute Kidney Injury,MESH:D058186,,HMOX1|IL10|TNF,4.66,4
